ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_004916706.1,NC_020125.1,UDP-glucose/GDP-mannose dehydrogenase family protein,70280,71590,-,UDPG_MGDP_dh_N,PF03721.17,8.4e-63,0.13,8.4e+02,45,83,348,385,334,399,0.78
WP_004916706.1,NC_020125.1,UDP-glucose/GDP-mannose dehydrogenase family protein,70280,71590,-,UDPG_MGDP_dh,PF00984.22,3.7e-37,0.23,1.5e+03,36,65,128,163,103,182,0.83
WP_004916706.1,NC_020125.1,UDP-glucose/GDP-mannose dehydrogenase family protein,70280,71590,-,UDPG_MGDP_dh,PF00984.22,3.7e-37,3.9e-40,2.5e-36,2,93,200,291,199,292,0.98
WP_004916706.1,NC_020125.1,UDP-glucose/GDP-mannose dehydrogenase family protein,70280,71590,-,UDPG_MGDP_dh_C,PF03720.18,4.5e-31,0.018,1.2e+02,33,73,44,83,34,88,0.85
WP_004916706.1,NC_020125.1,UDP-glucose/GDP-mannose dehydrogenase family protein,70280,71590,-,UDPG_MGDP_dh_C,PF03720.18,4.5e-31,6.1e-33,4e-29,1,103,315,415,315,416,0.97
WP_004916703.1,NC_020125.1,spore maturation protein,71751,73154,+,Gate,PF07670.17,1.2e-15,1.2e-13,2.4e-09,3,106,108,216,106,225,0.90
WP_004916703.1,NC_020125.1,spore maturation protein,71751,73154,+,Gate,PF07670.17,1.2e-15,0.12,2.4e+03,53,68,237,252,216,319,0.56
WP_004916703.1,NC_020125.1,spore maturation protein,71751,73154,+,Gate,PF07670.17,1.2e-15,1.4e-10,2.7e-06,2,111,334,437,333,438,0.89
WP_004916700.1,NC_020125.1,3'-5' exonuclease,73158,73856,+,DNA_pol_B_exo2,PF10108.12,4.9e-16,7.8e-20,7.7e-16,7,166,62,216,59,226,0.84
WP_004916700.1,NC_020125.1,3'-5' exonuclease,73158,73856,+,RNase_H_2,PF13482.9,3.2e-15,0.12,1.2e+03,1,8,11,18,11,46,0.85
WP_004916700.1,NC_020125.1,3'-5' exonuclease,73158,73856,+,RNase_H_2,PF13482.9,3.2e-15,1.4e-18,1.3e-14,9,165,58,221,56,222,0.82
WP_004916697.1,NC_020125.1,SUF system Fe-S cluster assembly protein,73876,74202,+,FeS_assembly_P,PF01883.22,1.1e-22,7.7e-27,1.5e-22,2,73,13,82,12,86,0.95
WP_004916694.1,NC_020125.1,50S ribosomal protein L13,74400,74855,+,Ribosomal_L13,PF00572.21,1.4e-47,8.7e-52,1.7e-47,1,119,18,136,18,136,0.99
WP_004916691.1,NC_020125.1,30S ribosomal protein S9,74859,75245,+,Ribosomal_S9,PF00380.22,1.6e-48,9.2e-53,1.8e-48,1,121,8,128,8,128,0.99
WP_004916689.1,NC_020125.1,30S ribosomal protein S2,75415,76167,+,Ribosomal_S2,PF00318.23,4.5e-90,2.8e-94,5.6e-90,1,215,9,224,9,224,1.00
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,TonB_dep_Rec,PF00593.27,3.3e-32,0.43,2.1e+03,363,403,61,83,14,136,0.55
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,TonB_dep_Rec,PF00593.27,3.3e-32,0.35,1.7e+03,89,186,245,347,176,358,0.53
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,TonB_dep_Rec,PF00593.27,3.3e-32,0.58,2.8e+03,20,78,277,357,249,458,0.39
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,TonB_dep_Rec,PF00593.27,3.3e-32,6.7e-36,3.3e-32,45,467,477,932,432,935,0.70
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,Plug,PF07715.18,1e-15,5.8e-19,2.8e-15,7,107,130,229,123,230,0.92
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,CarbopepD_reg_2,PF13715.9,1.2e-15,8.2e-19,4e-15,1,88,24,110,24,110,0.96
WP_004916687.1,NC_020125.1,TonB-dependent receptor,76345,79155,+,CarboxypepD_reg,PF13620.9,5.8e-12,3.2e-15,1.6e-11,1,78,23,95,23,97,0.94
WP_004916685.1,NC_020125.1,phytase,79182,80225,+,Phytase,PF02333.18,1e-47,7e-52,1.4e-47,4,332,4,324,2,343,0.83
WP_004916680.1,NC_020125.1,transcription termination factor Rho,82451,84145,-,Rho_RNA_bind,PF07497.15,1.7e-27,3.6e-31,3.5e-27,2,71,201,272,200,274,0.97
WP_004916680.1,NC_020125.1,transcription termination factor Rho,82451,84145,-,ATP-synt_ab,PF00006.28,9e-23,1.4e-26,1.3e-22,2,212,305,509,304,511,0.92
WP_004916677.1,NC_020125.1,DUF4293 family protein,84329,84721,+,DUF4293,PF14126.9,3.8e-20,3.8e-22,7.5e-18,1,152,2,129,2,129,0.85
WP_004916674.1,NC_020125.1,ABC transporter ATP-binding protein,84855,86690,+,ABC_membrane,PF00664.26,3.1e-37,4.8e-41,4.7e-37,40,269,92,322,18,326,0.88
WP_004916674.1,NC_020125.1,ABC transporter ATP-binding protein,84855,86690,+,ABC_tran,PF00005.30,1.8e-34,1.4,1.3e+04,86,120,242,279,215,283,0.58
WP_004916674.1,NC_020125.1,ABC transporter ATP-binding protein,84855,86690,+,ABC_tran,PF00005.30,1.8e-34,3.2e-38,3.1e-34,1,137,389,538,389,538,0.91
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,IMPDH,PF00478.28,1.2e-161,2.1e-165,1.4e-161,1,345,11,473,11,473,0.99
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,CBS,PF00571.31,9.5e-23,1.9,1.2e+04,46,55,55,64,54,65,0.84
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,CBS,PF00571.31,9.5e-23,8e-15,5.3e-11,5,51,96,142,85,143,0.93
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,CBS,PF00571.31,9.5e-23,8.9e-13,5.8e-09,1,51,152,203,152,209,0.93
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,NMO,PF03060.18,2.7e-12,2.2e-08,0.00015,1,59,34,91,34,178,0.82
WP_004916671.1,NC_020125.1,IMP dehydrogenase,86771,88231,+,NMO,PF03060.18,2.7e-12,9.3e-10,6.1e-06,96,237,226,378,182,460,0.74
WP_004916664.1,NC_020125.1,transcriptional regulator,88990,89280,+,HTH_34,PF13601.9,2.3e-30,1.4e-34,2.8e-30,1,80,15,94,15,94,0.99
WP_004916662.1,NC_020125.1,DUF4173 domain-containing protein,89335,90729,+,DUF4153,PF13687.9,1.8e-47,9e-52,1.8e-47,4,371,54,421,50,423,0.85
WP_013447113.1,NC_020125.1,NADP-dependent malic enzyme,90817,93105,-,PTA_PTB,PF01515.22,3e-87,0.037,2.4e+02,37,109,216,291,192,293,0.69
WP_013447113.1,NC_020125.1,NADP-dependent malic enzyme,90817,93105,-,PTA_PTB,PF01515.22,3e-87,4e-90,2.6e-86,3,319,436,752,434,752,0.94
WP_013447113.1,NC_020125.1,NADP-dependent malic enzyme,90817,93105,-,malic,PF00390.22,2.9e-30,6.8e-32,4.4e-28,2,182,26,158,25,158,0.97
WP_013447113.1,NC_020125.1,NADP-dependent malic enzyme,90817,93105,-,Malic_M,PF03949.18,2.1e-21,1.5e-24,1e-20,3,231,172,366,170,377,0.89
WP_013447111.1,NC_020125.1,adenine-specific methyltransferase EcoRI family protein,94164,95183,-,EcoRI_methylase,PF13651.9,2.1e-132,8.6e-136,1.7e-131,2,346,10,316,9,316,0.95
WP_013447110.1,NC_020125.1,EcoRI family type II restriction endonuclease,95194,96030,-,EcoRI,PF02963.19,1.6e-154,9.3e-159,1.8e-154,1,257,17,273,17,273,1.00
WP_015345287.1,NC_020125.1,outer membrane beta-barrel protein,97192,99261,-,OMP_b-brl_3,PF14905.9,7.8e-50,0.02,4e+02,100,134,156,191,132,257,0.51
WP_015345287.1,NC_020125.1,outer membrane beta-barrel protein,97192,99261,-,OMP_b-brl_3,PF14905.9,7.8e-50,5.8e-32,1.1e-27,1,200,279,460,279,469,0.84
WP_015345287.1,NC_020125.1,outer membrane beta-barrel protein,97192,99261,-,OMP_b-brl_3,PF14905.9,7.8e-50,7.9e-28,1.6e-23,236,408,474,659,466,659,0.88
WP_013447108.1,NC_020125.1,GtrA family protein,99379,99837,+,GtrA,PF04138.17,2.2e-13,1.4e-17,2.7e-13,2,117,14,150,13,150,0.94
WP_004916644.1,NC_020125.1,lysophospholipid acyltransferase family protein,99851,100582,+,Acyltransferase,PF01553.24,6.7e-21,5e-25,9.9e-21,7,128,66,182,60,189,0.90
WP_004916641.1,NC_020125.1,MFS transporter,100624,102102,+,MFS_1,PF07690.19,3e-15,3.3e-18,6.6e-14,2,350,17,427,12,429,0.73
WP_004916641.1,NC_020125.1,MFS transporter,100624,102102,+,MFS_1,PF07690.19,3e-15,0.012,2.4e+02,16,145,311,436,296,481,0.57
WP_004916639.1,NC_020125.1,DUF3810 domain-containing protein,102092,103150,+,DUF3810,PF12725.10,8.8e-76,5.7e-80,1.1e-75,4,310,39,343,37,343,0.94
WP_004916634.1,NC_020125.1,DUF2851 family protein,104058,105320,-,DUF2851,PF11013.11,1.5e-119,9.4e-124,1.9e-119,1,375,3,374,3,374,0.97
WP_013447106.1,NC_020125.1,N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,105334,106467,-,Glycos_transf_1,PF00534.23,2.4e-33,9.2e-37,3.6e-33,11,171,193,350,189,351,0.93
WP_013447106.1,NC_020125.1,N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,105334,106467,-,Glyco_trans_1_4,PF13692.9,6.4e-26,3.1e-29,1.2e-25,2,135,198,337,197,337,0.88
WP_013447106.1,NC_020125.1,N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,105334,106467,-,Glyco_transf_4,PF13439.9,2e-23,7.2e-27,2.8e-23,1,169,11,179,11,180,0.95
WP_013447106.1,NC_020125.1,N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,105334,106467,-,Glyco_trans_4_2,PF13477.9,1.5e-16,7.3e-20,2.9e-16,13,138,18,151,10,152,0.83
WP_013447106.1,NC_020125.1,N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA,105334,106467,-,Glyco_trans_4_4,PF13579.9,5.4e-13,2.1e-16,8.2e-13,1,158,12,174,12,174,0.88
WP_004916628.1,NC_020125.1,glycoside hydrolase family 3 N-terminal domain-containing protein,106481,108178,-,Glyco_hydro_3,PF00933.24,3.9e-81,2.7e-85,5.2e-81,3,318,40,354,38,355,0.95
WP_004916627.1,NC_020125.1,GTP cyclohydrolase II,108341,108934,-,GTP_cyclohydro2,PF00925.23,2.7e-59,1.6e-63,3.2e-59,4,164,6,169,3,169,0.94
WP_004916624.1,NC_020125.1,DUF4254 domain-containing protein,109412,110023,-,DUF4254,PF14063.9,4.3e-60,2.8e-64,5.5e-60,2,143,39,180,38,181,0.99
WP_004916622.1,NC_020125.1,twin-arginine translocase TatA/TatE family subunit,110048,110245,-,TatA_B_E,PF02416.19,5.1e-18,3.2e-22,6.2e-18,1,50,9,58,9,65,0.89
WP_004916619.1,NC_020125.1,twin-arginine translocase TatA/TatE family subunit,110355,110537,-,TatA_B_E,PF02416.19,1.8e-18,9.8e-23,1.9e-18,1,51,8,58,8,60,0.91
WP_004916617.1,NC_020125.1,M23 family metallopeptidase,110567,112120,-,Peptidase_M23,PF01551.25,2.7e-14,4e-18,7.9e-14,3,96,421,511,419,511,0.93
WP_004916613.1,NC_020125.1,DUF4292 domain-containing protein,112117,112917,-,DUF4292,PF14125.9,3.6e-22,2.5e-26,4.9e-22,3,209,50,262,48,263,0.86
WP_004916611.1,NC_020125.1,sugar phosphate nucleotidyltransferase,112974,113990,-,NTP_transferase,PF00483.26,6.1e-27,6e-31,1.2e-26,6,246,7,237,2,238,0.82
WP_004916608.1,NC_020125.1,oligosaccharide flippase family protein,114072,115505,-,Polysacc_synt,PF01943.20,8.3e-14,4.2e-18,8.3e-14,2,272,5,280,4,283,0.84
WP_004916608.1,NC_020125.1,oligosaccharide flippase family protein,114072,115505,-,Polysacc_synt,PF01943.20,8.3e-14,0.15,2.9e+03,38,117,292,372,290,385,0.64
WP_004916608.1,NC_020125.1,oligosaccharide flippase family protein,114072,115505,-,Polysacc_synt,PF01943.20,8.3e-14,0.012,2.3e+02,82,128,388,435,385,442,0.79
WP_004916605.1,NC_020125.1,polysaccharide pyruvyl transferase family protein,115621,116580,+,PS_pyruv_trans,PF04230.16,4e-26,3.1e-30,6.1e-26,1,285,36,298,36,299,0.72
WP_004916599.1,NC_020125.1,glycosyltransferase family 2 protein,117738,118709,-,Glycos_transf_2,PF00535.29,6e-34,1.8e-37,1.2e-33,1,131,9,141,9,175,0.85
WP_004916599.1,NC_020125.1,glycosyltransferase family 2 protein,117738,118709,-,Glyco_tranf_2_3,PF13641.9,2.2e-19,9.4e-23,6.1e-19,3,146,7,154,6,206,0.89
WP_004916599.1,NC_020125.1,glycosyltransferase family 2 protein,117738,118709,-,Glyco_tranf_2_2,PF10111.12,3.9e-12,9.8e-15,6.4e-11,1,152,9,155,9,171,0.86
WP_004916599.1,NC_020125.1,glycosyltransferase family 2 protein,117738,118709,-,Glyco_tranf_2_2,PF10111.12,3.9e-12,0.00041,2.7,190,223,180,214,172,245,0.81
WP_004916599.1,NC_020125.1,glycosyltransferase family 2 protein,117738,118709,-,Glyco_tranf_2_2,PF10111.12,3.9e-12,0.71,4.7e+03,212,242,257,294,249,305,0.53
WP_236609090.1,NC_020125.1,acyltransferase,118715,119023,-,Hexapep,PF00132.27,1.1e-13,0.00078,7.6,20,34,13,27,10,30,0.63
WP_236609090.1,NC_020125.1,acyltransferase,118715,119023,-,Hexapep,PF00132.27,1.1e-13,9.1e-15,9e-11,2,35,49,82,48,83,0.95
WP_236609090.1,NC_020125.1,acyltransferase,118715,119023,-,Hexapep_2,PF14602.9,1.4e-12,0.0017,17,2,11,13,22,12,25,0.86
WP_236609090.1,NC_020125.1,acyltransferase,118715,119023,-,Hexapep_2,PF14602.9,1.4e-12,1.1e-15,1.1e-11,1,34,48,83,48,83,0.92
WP_004916593.1,NC_020125.1,glycosyltransferase,119305,120321,+,Glycos_transf_2,PF00535.29,2.8e-32,2.7e-36,5.3e-32,2,131,12,142,11,176,0.90
WP_004916588.1,NC_020125.1,glycosyltransferase,121001,121801,-,Gly_transf_sug,PF04488.18,6.3e-12,2.2e-15,4.3e-11,5,94,21,97,17,101,0.80
WP_004916588.1,NC_020125.1,glycosyltransferase,121001,121801,-,Gly_transf_sug,PF04488.18,6.3e-12,0.075,1.5e+03,34,66,123,148,108,192,0.64
WP_004916588.1,NC_020125.1,glycosyltransferase,121001,121801,-,Gly_transf_sug,PF04488.18,6.3e-12,0.45,8.8e+03,42,42,229,229,195,259,0.54
WP_004916585.1,NC_020125.1,acyltransferase,121814,122851,-,Acyl_transf_3,PF01757.25,8.6e-24,5.1e-28,1e-23,3,339,9,330,7,331,0.86
WP_004916575.1,NC_020125.1,glycosyltransferase family 2 protein,123955,124956,-,Glycos_transf_2,PF00535.29,3.3e-36,3.4e-40,3.3e-36,1,127,6,130,6,171,0.85
WP_004916575.1,NC_020125.1,glycosyltransferase family 2 protein,123955,124956,-,Glycos_transf_2,PF00535.29,3.3e-36,0.19,1.8e+03,93,160,213,276,199,286,0.44
WP_004916575.1,NC_020125.1,glycosyltransferase family 2 protein,123955,124956,-,Glyco_tranf_2_3,PF13641.9,8.9e-12,1.2e-15,1.2e-11,4,127,5,123,4,195,0.79
WP_004916573.1,NC_020125.1,UDP-galactopyranose mutase,125023,126132,+,GLF,PF03275.16,1.5e-79,2.9e-83,2.9e-79,2,204,148,347,147,347,0.99
WP_004916573.1,NC_020125.1,UDP-galactopyranose mutase,125023,126132,+,NAD_binding_8,PF13450.9,3.8e-21,1.4e-24,1.4e-20,1,66,7,71,7,73,0.95
WP_004916573.1,NC_020125.1,UDP-galactopyranose mutase,125023,126132,+,NAD_binding_8,PF13450.9,3.8e-21,0.56,5.5e+03,31,40,338,347,337,360,0.74
WP_004916572.1,NC_020125.1,GTP cyclohydrolase I FolE,126256,126921,+,GTP_cyclohydroI,PF01227.25,7.6e-65,4.8e-69,9.4e-65,1,177,36,213,36,215,0.95
WP_004916566.1,NC_020125.1,cysteine--tRNA ligase,126949,128409,+,tRNA-synt_1e,PF01406.22,5.2e-94,4.1e-98,8.1e-94,2,298,15,334,14,337,0.90
WP_004916565.1,NC_020125.1,SDR family NAD(P)-dependent oxidoreductase,128465,129214,-,adh_short,PF00106.28,1.2e-51,2.3e-55,1.5e-51,2,190,4,192,3,197,0.97
WP_004916565.1,NC_020125.1,SDR family NAD(P)-dependent oxidoreductase,128465,129214,-,adh_short_C2,PF13561.9,2.5e-38,4.7e-42,3.1e-38,1,213,9,221,9,228,0.90
WP_004916565.1,NC_020125.1,SDR family NAD(P)-dependent oxidoreductase,128465,129214,-,KR,PF08659.13,1.8e-13,3.5e-17,2.3e-13,3,163,5,165,3,185,0.85
WP_004916564.1,NC_020125.1,threonine/serine exporter family protein,129222,129761,-,ThrE_2,PF12821.10,8.4e-26,5e-30,9.8e-26,2,129,9,150,8,150,0.92
WP_013447098.1,NC_020125.1,threonine/serine exporter family protein,129751,130539,-,ThrE,PF06738.15,2.4e-58,1.4e-62,2.8e-58,2,238,18,253,17,256,0.94
WP_013447097.1,NC_020125.1,preprotein translocase subunit YajC,130586,130918,-,YajC,PF02699.18,4.7e-26,3.2e-30,6.3e-26,2,80,18,93,17,93,0.93
WP_013447096.1,NC_020125.1,DUF1573 domain-containing protein,130955,131446,-,DUF1573,PF07610.14,7.2e-32,5.9e-36,1.2e-31,5,98,69,162,65,162,0.97
WP_013447095.1,NC_020125.1,transcription antitermination factor NusB,131458,132363,-,NusB,PF01029.21,4.8e-24,0.00062,12,2,77,6,111,5,118,0.77
WP_013447095.1,NC_020125.1,transcription antitermination factor NusB,131458,132363,-,NusB,PF01029.21,4.8e-24,8.7e-27,1.7e-22,33,133,195,295,169,296,0.91
WP_013447094.1,NC_020125.1,superoxide dismutase,132483,133079,-,Sod_Fe_C,PF02777.21,5.5e-36,0.39,3.8e+03,49,90,27,40,9,48,0.60
WP_013447094.1,NC_020125.1,superoxide dismutase,132483,133079,-,Sod_Fe_C,PF02777.21,5.5e-36,1.5e-39,1.4e-35,1,100,91,194,91,195,0.94
WP_013447094.1,NC_020125.1,superoxide dismutase,132483,133079,-,Sod_Fe_N,PF00081.25,1.3e-34,2.2e-38,2.2e-34,1,81,2,83,2,84,0.96
WP_013447093.1,NC_020125.1,methionine adenosyltransferase,133225,134505,-,S-AdoMet_synt_C,PF02773.19,3.9e-62,1.3e-65,8.7e-62,1,134,252,387,252,391,0.97
WP_013447093.1,NC_020125.1,methionine adenosyltransferase,133225,134505,-,S-AdoMet_synt_M,PF02772.19,1.7e-46,1,6.5e+03,47,59,30,42,12,74,0.65
WP_013447093.1,NC_020125.1,methionine adenosyltransferase,133225,134505,-,S-AdoMet_synt_M,PF02772.19,1.7e-46,7.3e-50,4.8e-46,2,120,122,250,121,250,0.89
WP_013447093.1,NC_020125.1,methionine adenosyltransferase,133225,134505,-,S-AdoMet_synt_N,PF00438.23,1.5e-41,7.4e-45,4.8e-41,2,99,3,100,2,100,0.99
WP_013447093.1,NC_020125.1,methionine adenosyltransferase,133225,134505,-,S-AdoMet_synt_N,PF00438.23,1.5e-41,1.5,9.8e+03,30,51,169,190,167,213,0.65
WP_013447092.1,NC_020125.1,LysR substrate-binding domain-containing protein,134681,135631,-,LysR_substrate,PF03466.23,1.6e-24,2.2e-28,2.2e-24,5,208,90,297,87,298,0.93
WP_013447092.1,NC_020125.1,LysR substrate-binding domain-containing protein,134681,135631,-,HTH_1,PF00126.30,3e-18,7.7e-22,7.6e-18,2,60,4,62,3,62,0.98
WP_013447092.1,NC_020125.1,LysR substrate-binding domain-containing protein,134681,135631,-,HTH_1,PF00126.30,3e-18,1.2,1.2e+04,19,29,248,258,247,258,0.85
WP_013447091.1,NC_020125.1,catalase,135775,137262,+,Catalase,PF00199.22,1.2e-191,1.6e-195,1.5e-191,1,382,7,388,7,389,0.99
WP_013447091.1,NC_020125.1,catalase,135775,137262,+,Catalase-rel,PF06628.15,5.9e-22,1.6e-25,1.6e-21,3,65,416,482,414,482,0.93
WP_004916539.1,NC_020125.1,aldo/keto reductase,137311,138462,+,Aldo_ket_red,PF00248.24,1.2e-42,7.3e-47,1.4e-42,2,275,59,354,58,371,0.93
WP_004916537.1,NC_020125.1,enoyl-CoA hydratase-related protein,138475,139239,+,ECH_1,PF00378.23,5.5e-69,6.4e-73,6.2e-69,2,248,9,254,8,254,0.96
WP_004916537.1,NC_020125.1,enoyl-CoA hydratase-related protein,138475,139239,+,ECH_2,PF16113.8,4.5e-37,8.3e-41,8.1e-37,2,233,14,241,13,254,0.86
WP_013447090.1,NC_020125.1,dCMP deaminase family protein,139265,139696,+,dCMP_cyt_deam_1,PF00383.26,1.7e-27,2.2e-31,2.1e-27,4,100,8,114,5,115,0.96
WP_013447090.1,NC_020125.1,dCMP deaminase family protein,139265,139696,+,MafB19-deam,PF14437.9,9.9e-19,1.1e-22,1.1e-18,7,114,11,126,4,143,0.78
WP_013447089.1,NC_020125.1,site-specific tyrosine recombinase XerD,139697,140608,+,Phage_integrase,PF00589.25,5.8e-48,1e-51,9.9e-48,3,170,114,284,112,286,0.96
WP_013447089.1,NC_020125.1,site-specific tyrosine recombinase XerD,139697,140608,+,Phage_int_SAM_1,PF02899.20,2.1e-14,6.8e-18,6.7e-14,1,80,7,88,7,91,0.96
WP_013447089.1,NC_020125.1,site-specific tyrosine recombinase XerD,139697,140608,+,Phage_int_SAM_1,PF02899.20,2.1e-14,0.041,4.1e+02,10,45,238,276,234,299,0.58
WP_004916529.1,NC_020125.1,NUDIX domain-containing protein,140613,141125,+,NUDIX,PF00293.31,6.4e-17,4.2e-21,8.2e-17,4,125,37,160,34,165,0.80
WP_004916526.1,NC_020125.1,ferritin,141204,141710,+,Ferritin,PF00210.27,2.3e-41,1.4e-45,2.7e-41,2,142,8,144,7,144,0.98
WP_004916525.1,NC_020125.1,Holliday junction branch migration DNA helicase RuvB,141874,142896,+,RuvB_N,PF05496.15,2.4e-74,6.9e-78,3.4e-74,1,159,23,181,23,181,0.99
WP_004916525.1,NC_020125.1,Holliday junction branch migration DNA helicase RuvB,141874,142896,+,AAA_lid_4,PF17864.4,4.4e-30,1.7e-33,8.3e-30,1,74,184,257,184,257,0.99
WP_004916525.1,NC_020125.1,Holliday junction branch migration DNA helicase RuvB,141874,142896,+,RuvB_C,PF05491.16,7.7e-27,3.2e-30,1.6e-26,1,72,258,329,258,329,0.98
WP_004916525.1,NC_020125.1,Holliday junction branch migration DNA helicase RuvB,141874,142896,+,AAA,PF00004.32,3.1e-19,1.3e-22,6.5e-19,2,130,59,181,58,183,0.93
WP_004916523.1,NC_020125.1,MBL fold metallo-hydrolase,142933,143799,+,Lactamase_B,PF00753.30,7.5e-15,2e-18,3.9e-14,8,180,45,241,42,258,0.85
WP_004916520.1,NC_020125.1,dephospho-CoA kinase,143815,144405,+,CoaE,PF01121.23,1.8e-42,1e-46,2.1e-42,2,179,4,180,3,181,0.98
WP_004916518.1,NC_020125.1,cation diffusion facilitator family transporter,144418,145407,+,Cation_efflux,PF01545.24,1.3e-42,8.4e-47,1.7e-42,7,199,17,205,12,205,0.96
WP_015345294.1,NC_020125.1,excinuclease ABC subunit UvrC,145427,147217,+,UvrC_RNaseH_dom,PF08459.14,1.1e-52,0.39,3.8e+03,102,119,249,266,228,299,0.72
WP_015345294.1,NC_020125.1,excinuclease ABC subunit UvrC,145427,147217,+,UvrC_RNaseH_dom,PF08459.14,1.1e-52,4e-56,3.9e-52,2,161,380,530,379,530,0.96
WP_015345294.1,NC_020125.1,excinuclease ABC subunit UvrC,145427,147217,+,GIY-YIG,PF01541.27,1.8e-11,8.8e-15,8.7e-11,2,77,16,90,15,92,0.96
WP_004916514.1,NC_020125.1,VanZ family protein,147207,147617,-,VanZ,PF04892.15,2.3e-18,1.6e-22,3.1e-18,4,120,13,129,10,132,0.77
WP_004916512.1,NC_020125.1,apolipoprotein N-acyltransferase,147675,149318,+,LNT_N,PF20154.2,7.3e-23,7.5e-27,7.3e-23,1,156,10,177,10,177,0.84
WP_004916512.1,NC_020125.1,apolipoprotein N-acyltransferase,147675,149318,+,LNT_N,PF20154.2,7.3e-23,1.7,1.6e+04,96,108,523,535,508,542,0.54
WP_004916512.1,NC_020125.1,apolipoprotein N-acyltransferase,147675,149318,+,CN_hydrolase,PF00795.25,4.1e-14,9.2e-18,9e-14,12,253,245,504,226,510,0.76
WP_004916507.1,NC_020125.1,helix-turn-helix domain-containing protein,150374,152503,-,PIF1,PF05970.17,3.2e-35,1.2e-33,7.5e-30,18,223,9,216,2,226,0.79
WP_004916507.1,NC_020125.1,helix-turn-helix domain-containing protein,150374,152503,-,PIF1,PF05970.17,3.2e-35,1.9e-06,0.012,297,361,243,311,211,312,0.67
WP_004916507.1,NC_020125.1,helix-turn-helix domain-containing protein,150374,152503,-,HTH_40,PF14493.9,1.6e-24,1.4e-27,9.1e-24,1,87,610,695,610,696,0.98
WP_004916507.1,NC_020125.1,helix-turn-helix domain-containing protein,150374,152503,-,AAA_30,PF13604.9,1.7e-16,6.2e-20,4.1e-16,12,176,7,213,3,223,0.79
WP_004916502.1,NC_020125.1,GNAT family protein,152531,153076,-,Acetyltransf_3,PF13302.10,6.3e-30,7.5e-34,7.3e-30,1,138,13,152,13,152,0.88
WP_004916502.1,NC_020125.1,GNAT family protein,152531,153076,-,Acetyltransf_4,PF13420.10,6.6e-11,9.2e-15,9.1e-11,8,152,23,169,17,171,0.78
WP_004916495.1,NC_020125.1,gamma carbonic anhydrase family protein,153060,153587,-,Hexapep,PF00132.27,5.3e-19,5e-10,9.8e-06,2,36,12,46,11,46,0.96
WP_004916495.1,NC_020125.1,gamma carbonic anhydrase family protein,153060,153587,-,Hexapep,PF00132.27,5.3e-19,0.029,5.7e+02,21,34,52,65,49,67,0.60
WP_004916495.1,NC_020125.1,gamma carbonic anhydrase family protein,153060,153587,-,Hexapep,PF00132.27,5.3e-19,7.1e-10,1.4e-05,2,32,74,103,73,103,0.95
WP_004916495.1,NC_020125.1,gamma carbonic anhydrase family protein,153060,153587,-,Hexapep,PF00132.27,5.3e-19,7e-13,1.4e-08,1,35,90,124,90,125,0.96
WP_004916493.1,NC_020125.1,NifU family protein,153721,154599,+,Nfu_N,PF08712.14,8.7e-44,8.7e-25,8.5e-21,1,85,4,86,4,89,0.93
WP_004916493.1,NC_020125.1,NifU family protein,153721,154599,+,Nfu_N,PF08712.14,8.7e-44,8.3e-25,8.1e-21,1,88,103,189,103,189,0.96
WP_004916493.1,NC_020125.1,NifU family protein,153721,154599,+,NifU,PF01106.20,1.2e-20,0.6,5.9e+03,47,57,77,87,74,89,0.80
WP_004916493.1,NC_020125.1,NifU family protein,153721,154599,+,NifU,PF01106.20,1.2e-20,3.5e-24,3.5e-20,1,64,219,284,219,288,0.94
WP_004916490.1,NC_020125.1,ferrochelatase,154625,155653,+,Ferrochelatase,PF00762.22,4.8e-98,5.5e-102,5.4e-98,1,316,3,335,3,336,0.94
WP_004916490.1,NC_020125.1,ferrochelatase,154625,155653,+,CbiX,PF01903.20,5.5e-11,1.5e-10,1.5e-06,14,94,80,159,77,170,0.90
